,UF,Cidade,Nome,Funcao
4564,PB,MonteHorebe,Milena Karen Tavares Nogueira,Secretário(a) de Saúde
4565,PB,SalgadodeSãoFélix,JOSÉ GOMES DA SILVA,Secretário(a) de Saúde
4566,AL,Maceió,LUIZ ROMERO CAVALCANTE FARIAS,Secretário(a) de Saúde
4567,MG,Guarará,MARIA TEREZA DA ROCHA BORDONAL,Secretário(a) de Saúde
4568,SP,Igaratá,TATIANE PEREIRA DE OLIVERIA,Secretário(a) de Saúde
4569,SP,Sertãozinho,ANGÉLICA LAZARINI,Secretário(a) de Saúde
4570,SP,Taubaté,Mario Peloggia,Secretário(a) de Saúde
4571,PR,QuerênciadoNorte,CASSIA SOUZA SANTOS,Secretário(a) de Saúde
4572,GO,SantoAntôniodeGoiás,HELVÉCIO RIVELINO DA COSTA,Secretário(a) de Saúde
4573,MA,Buriti,PABLO SOUSA AGUIAR,Secretário(a) de Saúde
4574,PI,MonsenhorGil,HERBERT CÉSAR DE MOURA,Secretário(a) de Saúde
4575,PB,RioTinto,ERALDO NASCIMENTO CALIXTO,Secretário(a) de Saúde
4576,RS,Itaqui,Eduardo Kulmann,Secretário(a) de Saúde
4577,RJ,Sapucaia,Marcella Raposo Vieira Ribeiro ,Secretário(a) de Saúde
4578,SP,Mongaguá,Marcelo Veiga do Marco,Secretário(a) de Saúde
4579,PR,Ipiranga,Elizete Gobel Vieira,Secretário(a) de Saúde
4580,SC,Angelina,MARCIANA BRATFISCH,Secretário(a) de Saúde
4581,SC,BarraVelha,Rogério Pinheiro,Secretário(a) de Saúde
4582,SC,SãoJosédoCerrito,EDSON MUNIZ MORAES,Secretário(a) de Saúde
4583,MT,Curvelândia,GUILHERME LAET MOREIRA,Secretário(a) de Saúde
4584,PI,Corrente,LINDAURA PERPETUA L.C. FREITAS DE ARAUJO,Secretário(a) de Saúde
4585,PI,VárzeaGrande,ANALICE MOREIRA PINTO,Secretário(a) de Saúde
4586,RN,Portalegre,Temístocles Maia de Lucena,Secretário(a) de Saúde
4587,BA,Cravolândia,EDINALVA  DE OLIVEIRA MENDES,Secretário(a) de Saúde
4588,MG,CatasAltas,JALIZY RODRIGUES LIMA SILVA,Secretário(a) de Saúde
4589,MG,ConceiçãodoMatoDentro,GERALDO MAGELA MINELLI,Secretário(a) de Saúde
4590,MG,Galiléia,KARINE PAVIOTE DA SILVA,Secretário(a) de Saúde
4591,MG,Itabirinha,LEANDRO FERNANDES DA SILVA,Secretário(a) de Saúde
4592,MG,MonsenhorPaulo,LENUSA MARIANA N.RIBEIRO,Secretário(a) de Saúde
4593,MG,SãoJoãodelRei,RENER MARCOS,Secretário(a) de Saúde
4594,ES,Serra,Bernadete Coelho,Secretário(a) de Saúde
4595,SP,Birigui,Adriana Marcelina Sangaletti Lopes Duarte,Secretário(a) de Saúde
4596,SP,Caconde,GERALDO MARQUES DA COSTA FILHO,Secretário(a) de Saúde
4597,SP,Diadema,REJANE CALIXTO GONÇALVES,Secretário(a) de Saúde
4598,SP,Dracena,ROSEMARY MAGY FONSECA SOUZA,Secretário(a) de Saúde
4599,SP,Fernão,ADRIANA PETTENUCI DA FONSECA SANTOS,Secretário(a) de Saúde
4600,SP,Guararapes,SABRINA DE CRISTO RAMOS,Secretário(a) de Saúde
4601,SP,Guarulhos,RICARDO RUI,Secretário(a) de Saúde
4602,SP,Jandira,MARCELO COSENTINI,Secretário(a) de Saúde
4603,SP,Mariápolis,Regiane Cristina Penha,Secretário(a) de Saúde
4604,SP,Mauá,CÉLIA CRISTINA PEREIRA PORTOLETO,Secretário(a) de Saúde
4605,SP,Mendonça,JOÃO REGINALDO BAZOTTI,Secretário(a) de Saúde
4606,SP,NovaCastilho,Luciana Sequini da Silva,Secretário(a) de Saúde
4607,SP,PalmaresPaulista,VANESSA PEREIRA PINTO,Secretário(a) de Saúde
4608,SP,Parapuã,Regiane Simone Gimenes Fregoneze                                            ,Secretário(a) de Saúde
4609,PR,Arapuã,SEBASTIÃO HUIDA,Secretário(a) de Saúde
4610,PR,Corbélia,CLEIDE TERESINHA DOS SANTOS,Secretário(a) de Saúde
4611,PR,FormosadoOeste,POLLYANNA SANTOS GIMENES,Secretário(a) de Saúde
4612,PR,Imbaú,Roberto Amatuzzi Franco,Secretário(a) de Saúde
4613,PR,Jussara,RENATA RINALDI DA SILVA,Secretário(a) de Saúde
4614,PR,NovaTebas,MÁRCIA REGINA ROSSI,Secretário(a) de Saúde
4615,PR,PaulaFreitas,MARIA ROSEMEIDE KMITA,Secretário(a) de Saúde
4616,PR,Porecatu,ARILDA  BATISTA DE ARAUJO,Secretário(a) de Saúde
4617,PR,PortoVitória,Keli Celina Maguelniski,Secretário(a) de Saúde
4618,PR,SãoJorgedoIvaí,Wesley Rodrigo Mulati,Secretário(a) de Saúde
4619,RS,ÁguaSanta,MARILDA ZANDONÁ,Secretário(a) de Saúde
4620,RS,BoqueirãodoLeão,Clóvis Luiz Furtado,Secretário(a) de Saúde
4621,RS,CapeladeSantana,Lucilene Roveda ,Secretário(a) de Saúde
4622,RS,DoisLajeados,FABIANA GIACOMIN,Secretário(a) de Saúde
4623,RS,DoutorMaurícioCardoso,Arlindo Smaniotto,Secretário(a) de Saúde
4624,RS,FagundesVarela,Fernanda Grosselli ,Secretário(a) de Saúde
4625,RS,GramadoXavier,DANIELA TOMAZI DOSSENA,Secretário(a) de Saúde
4626,RS,Ipê,Elizandra Bressan Candiago,Secretário(a) de Saúde
4627,RS,Jaquirana,JOSIANE CASTILHOS VIEIRA PEREIRA,Secretário(a) de Saúde
4628,RS,QuinzedeNovembro,JONIEL RICARDO KORP,Secretário(a) de Saúde
4629,RS,SãoDomingosdoSul,GILAMAR TASCA  ,Secretário(a) de Saúde
4630,RS,SãoJoãodaUrtiga,MARIZETE LURDES FRIZON,Secretário(a) de Saúde
4631,RS,Tunas,OSMAR ELUI NUNES JUNIOR,Secretário(a) de Saúde
4632,RS,Vanini,GABRIEL TASCA,Secretário(a) de Saúde
4633,PA,SãoDomingosdoCapim,Sérgio Romero de Almeida Oliveira,Secretário(a) de Saúde
4634,MA,DomPedro,DOMINGOS ALENCAR SOUSA SILVA,Secretário(a) de Saúde
4635,PI,Arraial,MARIA DO ROSÁRIO DE FATIMA DA SILVA,Secretário(a) de Saúde
4636,PI,DemervalLobão,IVANARA REGIS SOUSA LUSTOSA BRANDÃO,Secretário(a) de Saúde
4637,PI,IsaíasCoelho,CRIZANGELA CAMPOS DE SOUSA MAURIZ,Secretário(a) de Saúde
4638,PI,MiguelLeão,NEUZA CUNHA M ARAUJO,Secretário(a) de Saúde
4639,SP,Indaiatuba,GRAZIELA DRIGO BOSSOLAN GARCIA,Secretário(a) de Saúde
4640,PR,Guarapuava,Chayane Andrade,Secretário(a) de Saúde
4641,PR,SantaFé,ALESSANDRA CRISTINA ZACARIAS,Secretário(a) de Saúde
4642,RS,DomFeliciano,Marco Aurélio Tyska,Secretário(a) de Saúde
4643,RS,Guabiju,Luciane Lunardi Costenaro,Secretário(a) de Saúde
4644,GO,CidadeOcidental, VANDERLI FERREIRA DE MIRANDA,Secretário(a) de Saúde
4645,GO,NovoBrasil,WÁLISON RANGEL ALVES MOREIRA,Secretário(a) de Saúde
4646,AM,Alvarães,ORLANDO ARISTICLES MENDES GONÇALVES ,Secretário(a) de Saúde
4647,AM,Beruri,MARIA ROZARIA  VENÂNCIO ,Secretário(a) de Saúde
4648,AM,Iranduba,LUÍS CARLOS RODRIGUES DE MOURA ,Secretário(a) de Saúde
4649,AM,PresidenteFigueiredo,MARIANE DE SOUZA ABREU,Secretário(a) de Saúde
4650,AM,SãoSebastiãodoUatumã,AURIMAR SIMÕES TAVARES,Secretário(a) de Saúde
4651,AM,Tonantins,CLÍCIA DA CRUZ CALMONT,Secretário(a) de Saúde
4652,AM,Uarini,ORIVANE CORDOVIL LOPES,Secretário(a) de Saúde
4653,CE,Alcântaras,Ana Priscila Alcântara Carmo Mendes,Secretário(a) de Saúde
4654,PB,Areial,CAMILLA BENJAMIN ALVES,Secretário(a) de Saúde
4655,PB,Pocinhos,Katiane Pires Queiroga Gomes de Sousa,Secretário(a) de Saúde
4656,BA,Itagi,ANGELA MUNIZ ANDRADE,Secretário(a) de Saúde
4657,PR,Colorado,Jose Helio Geminiano ,Secretário(a) de Saúde
4658,PR,CoronelDomingosSoares,MARLY BEVILACQUA MAITO,Secretário(a) de Saúde
4659,PR,FernandesPinheiro,EMANUELLE DE MATOS,Secretário(a) de Saúde
4660,PR,Itaperuçu,CLAUDINEI COSTA,Secretário(a) de Saúde
4661,PR,Londrina,CARLOS FELIPPE MARCONDES MACHADO,Secretário(a) de Saúde
4662,MS,Itaporã,WILSON RIBEIRO DIAS ,Secretário(a) de Saúde
4663,MT,AltoGarças,DOMINGOS WAGNER DOS SANTOS  DIAS,Secretário(a) de Saúde
4664,MT,Juscimeira,NASSIM ELDIN FARAH,Secretário(a) de Saúde
4665,MT,NovaLacerda,RINALDO MIRANDA CONSTANCI,Secretário(a) de Saúde
4666,MT,NovaBrasilândia,JULIANA RITTA SOUZA BASSETTO,Secretário(a) de Saúde
4667,MT,Rondonópolis,IZALBA DIVA DE ALBUQUERQUE,Secretário(a) de Saúde
4668,MT,Tesouro,ELENITA DE SOUZA SANTOS OLIVEIRA,Secretário(a) de Saúde
4669,MT,Torixoréu,MAGNO SOUSA MARTINS VIEIRA,Secretário(a) de Saúde
4670,GO,Cumari,RAFAEL MEIRELLES DE MELO,Secretário(a) de Saúde
4671,MA,Pirapemas,Espirito Santo de Maria Santana Torres ,Secretário(a) de Saúde
4672,RN,CarnaúbadosDantas,LUÍS EDUARDO DANTAS,Secretário(a) de Saúde
4673,RN,CerroCorá,Maria da Conceição Medeiros,Secretário(a) de Saúde
4674,RN,CoronelEzequiel,JOSE GIVANILDO DA SILVA ,Secretário(a) de Saúde
4675,RN,Grossos,Anny Arielly de Oliveira Souza,Secretário(a) de Saúde
4676,RN,Itaú,Marcia Rodrigues de Carvalho,Secretário(a) de Saúde
4677,RN,SãoGonçalodoAmarante,CARLIANE RODRIGUES DE AGUIAR EMERENCIANO ,Secretário(a) de Saúde
4678,RN,SãoMiguel,Thiago Henrique de Figueiredo Costa ,Secretário(a) de Saúde
4679,RN,SãoVicente,Marcos Antônio Junior,Secretário(a) de Saúde
4680,PB,Carrapateira,DANIEL TAVARES DA SILVA,Secretário(a) de Saúde
4681,PE,Pombos,EMANUELA CAVALCANTE LOPES,Secretário(a) de Saúde
4682,SP,Duartina,MONICA MALDONADO ROJAS,Secretário(a) de Saúde
4683,PR,CampoMagro,ARI DECKER,Secretário(a) de Saúde
4684,PR,JardimOlinda,AURIMEIRE CORRAZZA DE OLIVEIRA,Secretário(a) de Saúde
4685,PR,Paranapoema,MANOEL SOARES,Secretário(a) de Saúde
4686,SC,Jaguaruna,Maria Leonor  Alberton Dacoregio,Secretário(a) de Saúde
4687,RS,Farroupilha,Clarimundo Grundmann,Secretário(a) de Saúde
4688,RS,Guaporé,Ronaldo  Invernizzi,Secretário(a) de Saúde
4689,RS,SilveiraMartins,LUIZ SKINOVSKY,Secretário(a) de Saúde
4690,MS,Bataguassu,GEISON DOS SANTOS DO NASCIMENTO,Secretário(a) de Saúde
4691,MS,Corguinho,ANDERSON ALVES OLIVEIRA ,Secretário(a) de Saúde
4692,MS,Sidrolândia,LUIZ CARLOS ALVES DA SILVA,Secretário(a) de Saúde
4693,PI,AssunçãodoPiauí,ROSIMAR DE FRANÇA LIMA,Secretário(a) de Saúde
4694,PI,MiltonBrandão,JOÃO BATISTA MARTINS JUNIOR,Secretário(a) de Saúde
4695,PI,Picos,TATIANE GIL DANTAS MARQUES DA ROCHA MEDEIROS,Secretário(a) de Saúde
4696,PI,SãoJoãodoArraial,ALCIONEIDE GOMES LOPES,Secretário(a) de Saúde
4697,CE,Ipaumirim,Laura Tereza Dantas Nóbrega Nery,Secretário(a) de Saúde
4698,CE,Mucambo,BENEDITO DE PAULO NETO,Secretário(a) de Saúde
4699,RN,Pendências,Ludmylla Rodrigues Martins,Secretário(a) de Saúde
4700,PB,Cabedelo,MURILO WAGNER SUASSUNA DE OLIVEIRA,Secretário(a) de Saúde
4701,PB,Mogeiro,RENATA CRISTINA SILVEIRA NEVES VASCONCELOS,Secretário(a) de Saúde
4702,PB,SantaHelena,THAYANNY CHRYSTYNNA PINHEIRO SILVA SOARES,Secretário(a) de Saúde
4703,AL,TeotônioVilela,IZABELLE MONTEIRO ALCANTARA PEREIRA,Secretário(a) de Saúde
4704,BA,Coaraci,MARIA LUISA SANTOS SILVA,Secretário(a) de Saúde
4705,BA,Encruzilhada,TANIA LIMA PEREIRA,Secretário(a) de Saúde
4706,BA,Ibicuí,CHEILA SUEIDE VAZ MALTA MORENO,Secretário(a) de Saúde
4707,BA,Iguaí,JAINE MARA NEVES DE MELO,Secretário(a) de Saúde
4708,BA,Itajuípe,LUCIMARA SANTOS DA ANUNIAÇÃO HAGE,Secretário(a) de Saúde
4709,BA,Itapetinga,MARIA ROSÂNIA DE SOUZA RABELO,Secretário(a) de Saúde
4710,BA,Uruçuca,PATRÍCIA ARGÔLO PÁDUA DE SOUZA,Secretário(a) de Saúde
4711,MG,ÁguaBoa,MARIA LÚCIA AUGUSTO DOS SANTOS,Secretário(a) de Saúde
4712,MG,ÁguaComprida,GISLANE LÚCIA ANTUNES,Secretário(a) de Saúde
4713,MG,Barroso,DELSON RODRIGUES DA SILVA,Secretário(a) de Saúde
4714,MG,BeloHorizonte,DANILO BORGES MATIAS ,Secretário(a) de Saúde
4715,MG,BocainadeMinas,LUCINEIA APARECIDA MIRANDA BENFICA,Secretário(a) de Saúde
4716,MG,BomJesusdoAmparo,TAYNARA JÚNIA SHIRLEY SANTOS COUTO,Secretário(a) de Saúde
4717,MG,BomRepouso,MARIA DE LOURDES DA COSTA,Secretário(a) de Saúde
4718,MG,Braúnas,REGIANE APARECIDA GARCIAS,Secretário(a) de Saúde
4719,MG,CapimBranco,THAIS  EMANUELE SILVA DAMIANI,Secretário(a) de Saúde
4720,MG,Chiador,CARINE APARECIDA MARQUES DOS SANTOS,Secretário(a) de Saúde
4721,MG,Claraval,VALBER VIDAL CINTRA,Secretário(a) de Saúde
4722,MG,Coluna,CASSILDA DUARTE MAGALHÃES BERNARDO,Secretário(a) de Saúde
4723,MG,Congonhal,ANA HELOISA RODRIGUES SILVA ,Secretário(a) de Saúde
4724,MG,CoronelMurta,AURORA ALMEIDA MURTA,Secretário(a) de Saúde
4725,MG,CórregodoBomJesus,SIRLENE XAVIER DE SOUZA,Secretário(a) de Saúde
4726,MG,Delta,ADRIELE CAMILA REZENDE,Secretário(a) de Saúde
4727,MG,DesterrodeEntreRios,KARINA APARECIDA DE ANDRADE DOS SANTOS,Secretário(a) de Saúde
4728,MG,FariaLemos,LANDER DE OLIVEIRA COSTA,Secretário(a) de Saúde
4729,MG,Ilicínea,BRENDA VANELI CARDOSO,Secretário(a) de Saúde
4730,MG,Ipuiúna,SUÉLEN CRISTINA MOREIRA,Secretário(a) de Saúde
4731,MG,Itutinga,ADRIANA CELIA DA SILVA COSTA ,Secretário(a) de Saúde
4732,MG,Jaguaraçu,DAYSON DE SOUZA BITARAES,Secretário(a) de Saúde
4733,MG,Jeceaba,VINICIUS DE PAULA GONZAGA,Secretário(a) de Saúde
4734,MG,Joanésia,DENISE ADRIANA ANADRADE SANTOS ,Secretário(a) de Saúde
4735,MG,Juramento,SILVANIA GODINHO SOUTO,Secretário(a) de Saúde
4736,MG,Lassance,RENATA DINIZ FERREIRA  RODRIGUES,Secretário(a) de Saúde
4737,MG,MadredeDeusdeMinas,ULISSES WALDEMAR DE ARAUJO,Secretário(a) de Saúde
4738,MG,Maravilhas,ANA HELHA GONÇALVES DE LIMA,Secretário(a) de Saúde
4739,MG,Marliéria,LÚCIA MARIA DA SILVA CASTRO,Secretário(a) de Saúde
4740,MG,MatoVerde,DAWIDSON FERNANDO DA SILVA,Secretário(a) de Saúde
4741,MG,Minduri,ANA CLAUDIA SILVA RUFINO,Secretário(a) de Saúde
4742,MG,Moeda,MARIA APARECIDA DO CARMO PARREIRAS SANTOS,Secretário(a) de Saúde
4743,MG,Moema,VANESSA ISRAEL RODRIGUES ASSUNÇÃO,Secretário(a) de Saúde
4744,MG,MorrodoPilar,APARECIDA ASSIS DUARTE MATOS,Secretário(a) de Saúde
4745,MG,Munhoz,LHAYZ RESENDE PEREIRA,Secretário(a) de Saúde
4746,MG,Nazareno,JULIANA SILVETRE BARRETO PINTO,Secretário(a) de Saúde
4747,MG,OliveiraFortes,VERA CONSTANCIA FERREIRA MENDES,Secretário(a) de Saúde
4748,MG,OuroBranco,WESLEY BROCHADO DOS SANTOS,Secretário(a) de Saúde
4749,MG,PassaVinte,SARA DE ALMEIDA NASCIMENTO,Secretário(a) de Saúde
4750,MG,Paulistas,JACIARA RICARDO,Secretário(a) de Saúde
4751,MG,Perdigão,NEUSA DE SÃO JOSÉ MESQUITA,Secretário(a) de Saúde
4752,MG,Piracema,POLIANA SILVA DE OLIVEIRA,Secretário(a) de Saúde
4753,MG,Pirajuba,DANIELLE RIBEIRO BORGES DE CASTRO REIS,Secretário(a) de Saúde
4754,MG,Piraúba,DANIEL EGYPTO GOMES,Secretário(a) de Saúde
4755,MG,AltoJequitibá,MATILDE COELHO DE LEMOS TAVARES,Secretário(a) de Saúde
4756,MG,QuartelGeral,TATIANE SILVA,Secretário(a) de Saúde
4757,MG,Ressaquinha,AGENDA.SECRETARIOSAPS@SAUDE.GOV.BR,Secretário(a) de Saúde
4758,MG,RibeirãodasNeves,JOÃO MARCELO GUIMARÃES DE ABREU,Secretário(a) de Saúde
4759,MG,RiodoPrado,TEANE CARLA BARBOSA,Secretário(a) de Saúde
4760,MG,SantanadoDeserto,ROBERTA DE MEDEIROS VASCONCELOS LEITE,Secretário(a) de Saúde
4761,MG,SantanadoJacaré,ROSELI MARCIANO DOS SANTOS FABRÍCIO,Secretário(a) de Saúde
4762,MG,SantoAntôniodoGrama,ROSA MARIA GOMES DA CONCEIÇÃO,Secretário(a) de Saúde
4763,MG,SãoFranciscodoGlória,DAVISON CARVALHO PEREIRA ,Secretário(a) de Saúde
4764,MG,SãoJosédoAlegre,ALINI VIVIANI PEREIRA DA SILVA,Secretário(a) de Saúde
4765,MG,SãoJosédoGoiabal,VANILDA APARECIDA CRUZ DOS ANJOS,Secretário(a) de Saúde
4766,MG,SãoMigueldoAnta,DAIANA LEOCADIO DA SILVA,Secretário(a) de Saúde
4767,MG,SenhoradosRemédios,ELIAS PIMENTEL MATEUS,Secretário(a) de Saúde
4768,MG,Serranos,ANDRINA ALMEIDA RAMOS,Secretário(a) de Saúde
4769,MG,Tabuleiro,IVAIR SOARES DE SOUZA FILHO ,Secretário(a) de Saúde
4770,MG,Taiobeiras,MARLON HÁLLISON CARDOSO RAMOS,Secretário(a) de Saúde
4771,MG,VargemBonita,ANTÔNIO BATISTA DA SILVA,Secretário(a) de Saúde
4772,MG,VárzeadaPalma,VIVIANE GONÇALVES CARNEIRO,Secretário(a) de Saúde
4773,MG,Vazante,GABRIEL AFRANIO ROSA DE FARIA BARRA,Secretário(a) de Saúde
4774,MG,Vieiras,FLAVIANA DOS SANTOS RAMALHO PEREIRA,Secretário(a) de Saúde
4775,SP,Ibirá,ERUSKA APARECIDA BUENO,Secretário(a) de Saúde
4776,PR,Altônia,Valdeci Ribeiro da Silva,Secretário(a) de Saúde
4777,SC,ÁguasFrias,LADIR ZANELLA PATEL,Secretário(a) de Saúde
4778,SC,Guatambú,Elizangela Taffarel de Castro,Secretário(a) de Saúde
4779,SC,LajeadoGrande,VANESSA FRESCHI,Secretário(a) de Saúde
4780,SC,LeobertoLeal,Marilda Otto Alves,Secretário(a) de Saúde
4781,SC,PassosMaia,FABIANA PADILHA CORONA,Secretário(a) de Saúde
4782,SC,PlanaltoAlegre,JOEL MARCOS VIEIRA,Secretário(a) de Saúde
4783,SC,RioRufino,CELIA COSTA ,Secretário(a) de Saúde
4784,SC,Riqueza,ALEXANDRE SCHENATTO,Secretário(a) de Saúde
4785,SC,SãoJoãodoOeste,MAURO BARRELA,Secretário(a) de Saúde
4786,SC,Vargem,Adriana Correa,Secretário(a) de Saúde
4787,MS,Jaraguari,VANESSA DA SILVA GOMES,Secretário(a) de Saúde
4788,MT,Acorizal,JEAN LAURO FIGUEIREDO TAQUES,Secretário(a) de Saúde
4789,GO,AltoParaísodeGoiás,PATRÍCIA MELLO,Secretário(a) de Saúde
4790,PA,ÁguaAzuldoNorte,JOSÉ WANDERLEY BARBOSA MILHOMEM,Secretário(a) de Saúde
4791,PA,BrasilNovo,ELYSSON LEONARDE KLOSS,Secretário(a) de Saúde
4792,PA,BreuBranco,KATIANE ALVES DE OLIVEIRA,Secretário(a) de Saúde
4793,PA,GoianésiadoPará,Joaquim Jacibergues Garcias Urbano,Secretário(a) de Saúde
4794,PA,IpixunadoPará,José Maria Amaral Santos,Secretário(a) de Saúde
4795,PA,Jacareacanga,ALAN MARCELO SIMON,Secretário(a) de Saúde
4796,PA,NovoProgresso,Eliane Borges Pereira da Silva,Secretário(a) de Saúde
4797,PA,PalestinadoPará,Mauricio Soares Barbosa,Secretário(a) de Saúde
4798,PA,SantaBárbaradoPará,DYENE CRISTINA JARDIM CORREA,Secretário(a) de Saúde
4799,PA,SantaLuziadoPará,Julio Eliton Lima Guimarães,Secretário(a) de Saúde
4800,PA,TerraSanta,Eliçandra Costa Guerreiro,Secretário(a) de Saúde
4801,PA,Trairão,FRANCELLI RUSTICK BAU,Secretário(a) de Saúde
4802,PA,Ulianópolis,Mario Fernando Ferreira dos Santos Balestieri,Secretário(a) de Saúde
4803,PA,VitóriadoXingu,SAMUEL SILVA PORTILHO DE MELO,Secretário(a) de Saúde
4804,PI,MassapêdoPiauí,MARIA LUCIA DE CARVALHO,Secretário(a) de Saúde
4805,PI,Nazária,WALQUIRIA VALÉRIA LIMA BEZERRA ,Secretário(a) de Saúde
4806,PI,SãoMigueldaBaixaGrande,NEILSON TEIXEIRA DE SOUSA,Secretário(a) de Saúde
4807,PB,SerraGrande,Jocsã Ladiv de Moura Cruz,Secretário(a) de Saúde
4808,PE,Gameleira,Luiz Antonio Neves,Secretário(a) de Saúde
4809,MG,Pequeri,CLEYDSON SILVA ÂNGELO,Secretário(a) de Saúde
4810,SP,Guaiçara,EDILAINE NIZA TEIXEIRA ECHETO,Secretário(a) de Saúde
4811,SP,LuísAntônio,RENATO PEDROSA DE MEDEIROS,Secretário(a) de Saúde
4812,SP,Ourinhos,CASSIA CRISTINA BORGES PALHAS,Secretário(a) de Saúde
4813,SP,Palmeirad'Oeste,IZILDINHA APARECIDA QUIERICO,Secretário(a) de Saúde
4814,PR,Carambeí,Maira Martins de Hollebem,Secretário(a) de Saúde
4815,PR,Cruzmaltina,Verônica Casavechia,Secretário(a) de Saúde
4816,PR,DiamantedoNorte,CAROLINE DE ARAUJO GONÇALVES MERCATI,Secretário(a) de Saúde
4817,PR,Japurá,ELAINE MARIA RODRIGUES PASSOLONGO,Secretário(a) de Saúde
4818,PR,PortoBarreiro,Anderson Alberto Marangoni,Secretário(a) de Saúde
4819,PR,Tamarana,Viviane Granado Barreira da Silva,Secretário(a) de Saúde
4820,SC,Itá,Joice Anita  Sartoretto Zotti ,Secretário(a) de Saúde
4821,GO,Luziânia,GONÇALO HENRIQUE DE SOUSA,Secretário(a) de Saúde
4822,PI,BelémdoPiauí,JOCENILDO DE CARVALHO BOEIRA,Secretário(a) de Saúde
4823,PI,CajazeirasdoPiauí,FABIANO ALVES DE SOUSA,Secretário(a) de Saúde
4824,PI,CajueirodaPraia,VERONICA DE CARVALHO RIBEIRO,Secretário(a) de Saúde
4825,PI,CampoAlegredoFidalgo,ISNALDO RIBEIRO DA MATA,Secretário(a) de Saúde
4826,PI,CocaldeTelha,ANA AMELIA ARAGÃO CANSANÇÃO,Secretário(a) de Saúde
4827,PI,Curralinhos,DELCIANA BONFIM DOS SANTOS,Secretário(a) de Saúde
4828,PI,FlorestadoPiauí,JOELSON DA COSTA TORRES ,Secretário(a) de Saúde
4829,PI,FranciscoMacedo,JOSÉ ADENILSON ANTÃO DE CARVALHO,Secretário(a) de Saúde
4830,PI,JatobádoPiauí,ALZIRA TEIXEIRA DE OLIVEIRA,Secretário(a) de Saúde
4831,PI,JoãoCosta,JEFFERSON DE OLIVEIRA PORTELA DA SILVA,Secretário(a) de Saúde
4832,PI,JocaMarques,ORISVALDO SILVA MARQUES,Secretário(a) de Saúde
4833,PI,LagoinhadoPiauí,MARILIA DE AQUINO VASCONCELOS,Secretário(a) de Saúde
4834,PI,LagoadoPiauí,JEANNE NEFERTIT ALEXANDRINO FLORIANO,Secretário(a) de Saúde
4835,PI,Madeiro,RAIMUNDA CAROLINA DE CARVALHO LOIOLA,Secretário(a) de Saúde
4836,PI,MorrodoChapéudoPiauí,MARIO  DA SILVA OLIVEIRA,Secretário(a) de Saúde
4837,PI,MuricidosPortelas,ANA CRISTINA PORTELA DE BRITO,Secretário(a) de Saúde
4838,PI,OlhoD'ÁguadoPiauí,ANTONIA DO NASCIMENTO LIMA SANTOS,Secretário(a) de Saúde
4839,PI,PedroLaurentino,CLAUDILENE COELHO REIS DE SÁ ,Secretário(a) de Saúde
4840,PI,PortoAlegredoPiauí,CLEUDJANE SOARES RODRIGUES ,Secretário(a) de Saúde
4841,PI,RiachoFrio,THIAGO MASCARENHAS NOGUEIRA DA CUNHA,Secretário(a) de Saúde
4842,PI,RibeiradoPiauí,MARIA JOELMA DE SOUSA CARVALHO ARAUJO,Secretário(a) de Saúde
4843,PI,SantoAntôniodosMilagres,ANTÔNIA JOANA NEVES DE SOUSA NETA,Secretário(a) de Saúde
4844,PI,SãoFranciscodeAssisdoPiauí,GERVÁSIO DA SILVA OLIVEIRA,Secretário(a) de Saúde
4845,PI,SãoLuisdoPiauí,MARCY DE ARAÚJO RABELO,Secretário(a) de Saúde
4846,PI,Sussuapara,RAYLA NASCIMENTO LEAL,Secretário(a) de Saúde
4847,PI,TamborildoPiauí,ALYNE FIGUEIREDO SOARES ,Secretário(a) de Saúde
4848,PI,TanquedoPiauí,ASSUERO DE ARAÚJO COSTA CUNHA,Secretário(a) de Saúde
4849,PI,VeraMendes,ANDRÉIA SOUSA SAMPAIO CARVALHO,Secretário(a) de Saúde
4850,PI,VilaNovadoPiauí,ALMERINDA TADEUZA DA LUZA LEAL,Secretário(a) de Saúde
4851,PI,WallFerraz,ISABEL MARIA DE MOURA BARROSO,Secretário(a) de Saúde
4852,PB,BarradeSãoMiguel,SUÊNYA BESERRA COSTA ,Secretário(a) de Saúde
4853,PB,Maturéia,Hércules de Oliveira Farias ,Secretário(a) de Saúde
4854,PB,Queimadas,JOSUÉ CASIMIRO de LIMA,Secretário(a) de Saúde
4855,PB,SantaCecília,Ana Cristina Farias Silva,Secretário(a) de Saúde
4856,BA,SantaBárbara,JUCINEI MIRANDA CERQUEIRA DA SILVA,Secretário(a) de Saúde
4857,RJ,TrêsRios,Matheus Quintal,Secretário(a) de Saúde
4858,SP,Caieiras,GRAZIELLE CRISTINA DOS SANTOS BERTOLINI,Secretário(a) de Saúde
4859,SP,Jundiaí,TIAGO TEIXEIRA,Secretário(a) de Saúde
4860,PR,AlvoradadoSul,VALTEIR APARECIDO BAZZONI,Secretário(a) de Saúde
4861,PR,Astorga,Natalia Andrade de Carvalho Lembi,Secretário(a) de Saúde
4862,PR,Barracão,DIEYSON MATIELLO BUGANÇA,Secretário(a) de Saúde
4863,PR,Bituruna,Maria Terezinha Ritzmann,Secretário(a) de Saúde
4864,PR,BoaEsperança,Mara Cristina Garofalo,Secretário(a) de Saúde
